Produced Item Name,Crafting WorkBench,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,"1 Lord Vivec's Sword-Meeting with Cyrus the Restless, Vol. 7",
Paper Roll,Breakdown,2,,Breakdown,1 Catalogue of Weapon Enchantments,
Paper Roll,Breakdown,2,,Breakdown,1 Herbane's Bestiary: Automatons,
Paper Roll,Breakdown,2,,Breakdown,1 The Almanac of Orcish Blacksmithing,
Paper Roll,Breakdown,2,,Breakdown,1 Home Decorating Guide - Solitude,
Paper Roll,Breakdown,2,,Breakdown,1 Magne-Ge Pantheon,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 The Arrowshot Woman,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Bandit Leader's,
Paper Roll,Breakdown,2,,Breakdown,1 The Seven Visions,
Paper Roll,Breakdown,2,,Breakdown,1 Flight from the Thalmor,
Paper Roll,Breakdown,2,,Breakdown,"1 16 Accords of Madness, Vol. 09",
Paper Roll,Breakdown,2,,Breakdown,1 Kolb and the Dragon,
Paper Roll,Breakdown,2,,Breakdown,"1 The Nightingales, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,"1 A Dance in Fire, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 On the Great Collapse,
Paper Roll,Breakdown,2,,Breakdown,1 Ice and Chitin,
Paper Roll,Breakdown,2,,Breakdown,1 A Dubious Tale of the Crystal Tower,
Paper Roll,Breakdown,2,,Breakdown,"1 Mythic Dawn Commentaries, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Thalmor Dossier - Ulfric Stormcloak,
Paper Roll,Breakdown,2,,Breakdown,1 Modern Crossbow Technology,
Paper Roll,Breakdown,2,,Breakdown,1 Heavy Armor Forging,
Paper Roll,Breakdown,2,,Breakdown,1 The Dreadful Theft of the Sun's Dusk Ale,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Umana's,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 11 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,1 Crendal's Drunken Song,
Paper Roll,Breakdown,2,,Breakdown,1 Fundaments of Alchemy,
Paper Roll,Breakdown,2,,Breakdown,1 Thief,
Paper Roll,Breakdown,2,,Breakdown,1 Diary - Erj's,
Paper Roll,Breakdown,2,,Breakdown,1 Watcher of Stones,
Paper Roll,Breakdown,2,,Breakdown,1 On Apocrypha: Delving Pincers,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Stromm's,
Paper Roll,Breakdown,2,,Breakdown,"1 Poison Song, The, Book V",
Paper Roll,Breakdown,2,,Breakdown,1 The Water-getting Girl and the Inverse Tiger,
Paper Roll,Breakdown,2,,Breakdown,"1 Corpse Preparation, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 Death of a Wanderer,
Paper Roll,Breakdown,2,,Breakdown,"1 Explorer's Guide to Skyrim, An",
Paper Roll,Breakdown,2,,Breakdown,"1 Rising Threat, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 The Vagaries of Magicka,
Paper Roll,Breakdown,2,,Breakdown,1 Master Illusion Text,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 01: Morning Star",
Paper Roll,Breakdown,2,,Breakdown,1 Ahzirr Traajijazeri,
Paper Roll,Breakdown,2,,Breakdown,1 Thalmor Dossier - Esbern,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Bear Hunter's,
Paper Roll,Breakdown,2,,Breakdown,1 Realizations of Acrobacy,
Paper Roll,Breakdown,2,,Breakdown,1 Master Illusion Text,
Paper Roll,Breakdown,2,,Breakdown,1 Chance's Folly,
Paper Roll,Breakdown,2,,Breakdown,"1 Forge, Hammer and Anvil",
Paper Roll,Breakdown,2,,Breakdown,1 Short History of Morrowind,
Paper Roll,Breakdown,2,,Breakdown,1 Dwemer History and Culture,
Paper Roll,Breakdown,2,,Breakdown,1 The Falmer: A Study,
Paper Roll,Breakdown,2,,Breakdown,1 Night Falls on Sentinel,
Paper Roll,Breakdown,2,,Breakdown,1 Reflections on Cult Worship,
Paper Roll,Breakdown,2,,Breakdown,1 Lymdrenn Telvanni's Journal,
Paper Roll,Breakdown,2,,Breakdown,1 Sacred Witness,
Paper Roll,Breakdown,2,,Breakdown,1 A Dream of Sovngarde,
Paper Roll,Breakdown,2,,Breakdown,"1 Feyfolken, Book II",
Paper Roll,Breakdown,2,,Breakdown,1 Response to Bero's Speech,
Paper Roll,Breakdown,2,,Breakdown,"1 The Book of Circles, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Smuggler's,
Paper Roll,Breakdown,2,,Breakdown,1 Last King of the Ayleids,
Paper Roll,Breakdown,2,,Breakdown,"1 The Seven Fights of The Aldudagga, Fight 1",
Paper Roll,Breakdown,2,,Breakdown,1 The Four Suitors of Benitah,
Paper Roll,Breakdown,2,,Breakdown,1 De Rerum Dirennis,
Paper Roll,Breakdown,2,,Breakdown,1 Ghosts in the Storm,
Paper Roll,Breakdown,2,,Breakdown,1 Report: Disaster at Ionith,
Paper Roll,Breakdown,2,,Breakdown,1 Atronach Forge Manual,
Paper Roll,Breakdown,2,,Breakdown,1 An Accounting of the Scrolls,
Paper Roll,Breakdown,2,,Breakdown,1 The Cantatas of Vivec,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 06: MidYear",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Kodlak's,
Paper Roll,Breakdown,2,,Breakdown,1 The Alchemist's Formulary,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Scripture of Minorne,
Paper Roll,Breakdown,2,,Breakdown,1 Light Armor Forging,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 03: First Seed",
Paper Roll,Breakdown,2,,Breakdown,1 Guide to Vivec,
Paper Roll,Breakdown,2,,Breakdown,"1 Bone, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Confessions of a Thief,
Paper Roll,Breakdown,2,,Breakdown,1 Arcana Restored,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Hadrir's,
Paper Roll,Breakdown,2,,Breakdown,1 For My Gods and Emperor,
Paper Roll,Breakdown,2,,Breakdown,1 Zealotry,
Paper Roll,Breakdown,2,,Breakdown,1 The Alduin/Akatosh Dichotomy,
Paper Roll,Breakdown,2,,Breakdown,"1 Rising Threat, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,1 Beggar Prince,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 16",
Paper Roll,Breakdown,2,,Breakdown,1 Pirate King of the Abecean,
Paper Roll,Breakdown,2,,Breakdown,"1 History of Raven Rock, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 Manual of Spellcraft,
Paper Roll,Breakdown,2,,Breakdown,1 Admonition Against Ebony,
Paper Roll,Breakdown,2,,Breakdown,1 The Stranger,
Paper Roll,Breakdown,2,,Breakdown,"1 Vampires of Vvardenfell, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 The Seed,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 05 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Japhet's,
Paper Roll,Breakdown,2,,Breakdown,"1 Mystery of Talara, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 Battle of Sancre Tor,
Paper Roll,Breakdown,2,,Breakdown,1 Provinces of Tamriel,
Paper Roll,Breakdown,2,,Breakdown,"1 Vehk's Teaching, Vol. 7",
Paper Roll,Breakdown,2,,Breakdown,"1 Lord Vivec's Sword-Meeting with Cyrus the Restless, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,"1 The Xal-Gosleigh Letters, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,"1 A Tale of Kieran, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,"1 Mythic Dawn Commentaries, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,1 The Ten Commands of the Nine Divines,
Paper Roll,Breakdown,2,,Breakdown,"1 Daynas Valen's Notes, Part 2",
Paper Roll,Breakdown,2,,Breakdown,1 Chaurus Pie: A Recipe,
Paper Roll,Breakdown,2,,Breakdown,"1 Mysticism, The Unfathomable Voyage",
Paper Roll,Breakdown,2,,Breakdown,1 Words and Philosophy,
Paper Roll,Breakdown,2,,Breakdown,1 Ahzidal's Descent,
Paper Roll,Breakdown,2,,Breakdown,1 Amongst the Draugr,
Paper Roll,Breakdown,2,,Breakdown,1 Hair of the Dog,
Paper Roll,Breakdown,2,,Breakdown,"1 Song of Pelinal, The, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,1 Five Songs of King Wulfharth,
Paper Roll,Breakdown,2,,Breakdown,"1 16 Accords of Madness, Vol. 06",
Paper Roll,Breakdown,2,,Breakdown,1 Confessions of a Khajiit Fur Trader,
Paper Roll,Breakdown,2,,Breakdown,1 Last Scabbard of Akrash,
Paper Roll,Breakdown,2,,Breakdown,1 The Gold Ribbon of Merit,
Paper Roll,Breakdown,2,,Breakdown,"1 The Wolf Queen, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 Thalmor Dossier - Delphine,
Paper Roll,Breakdown,2,,Breakdown,1 Cats of Skyrim,
Paper Roll,Breakdown,2,,Breakdown,1 What My Beloved Taught Me,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 11: Sun's Dusk",
Paper Roll,Breakdown,2,,Breakdown,1 Uncommon Taste,
Paper Roll,Breakdown,2,,Breakdown,1 Darkest Darkness,
Paper Roll,Breakdown,2,,Breakdown,1 The Oblivion Crisis,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Arondil's, Part 4",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Gratian's,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Butcher's, Part 1",
Paper Roll,Breakdown,2,,Breakdown,1 Home Decorating Guide - Markarth,
Paper Roll,Breakdown,2,,Breakdown,1 Butcher's Journal #2,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 35",
Paper Roll,Breakdown,2,,Breakdown,1 Herbane's Bestiary: Ice Wraiths,
Paper Roll,Breakdown,2,,Breakdown,1 From Seyda Neen to Balmora,
Paper Roll,Breakdown,2,,Breakdown,1 The Book of Rest and Endings,
Paper Roll,Breakdown,2,,Breakdown,1 Father of the Niben,
Paper Roll,Breakdown,2,,Breakdown,1 The Warp in the West,
Paper Roll,Breakdown,2,,Breakdown,1 Where Were You When the Dragon Broke?,
Paper Roll,Breakdown,2,,Breakdown,"1 Mystery of Talara, Vol. 5",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Adventurer's,
Paper Roll,Breakdown,2,,Breakdown,1 The Affairs of Wizards,
Paper Roll,Breakdown,2,,Breakdown,1 Saryoni's Sermons,
Paper Roll,Breakdown,2,,Breakdown,1 Immortal Blood,
Paper Roll,Breakdown,2,,Breakdown,1 Kagrenac's Tools,
Paper Roll,Breakdown,2,,Breakdown,"1 Legend of Red Eagle, The",
Paper Roll,Breakdown,2,,Breakdown,1 Legions of the Dead,
Paper Roll,Breakdown,2,,Breakdown,1 The Compendium of Draconic Armor,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 12",
Paper Roll,Breakdown,2,,Breakdown,1 Racial Phylogeny,
Paper Roll,Breakdown,2,,Breakdown,1 Smuggler's Island,
Paper Roll,Breakdown,2,,Breakdown,1 The Art of Fishing and Slapping,
Paper Roll,Breakdown,2,,Breakdown,1 The Blue Book of Riddles,
Paper Roll,Breakdown,2,,Breakdown,1 The Reclamations,
Paper Roll,Breakdown,2,,Breakdown,1 Azura and the Box,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Tattered,
Paper Roll,Breakdown,2,,Breakdown,1 Changed Ones,
Paper Roll,Breakdown,2,,Breakdown,1 The Legend of Lover's Lament,
Paper Roll,Breakdown,2,,Breakdown,1 Saint Nerevar,
Paper Roll,Breakdown,2,,Breakdown,"1 Charwich-Koniinge Letters, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,"1 Songs of the Return, Vol. 02",
Paper Roll,Breakdown,2,,Breakdown,1 Guide to Leyawiin,
Paper Roll,Breakdown,2,,Breakdown,1 Home Decorating Guide - Windhelm,
Paper Roll,Breakdown,2,,Breakdown,1 Aevar Stone-Singer,
Paper Roll,Breakdown,2,,Breakdown,1 The Dragon Break,
Paper Roll,Breakdown,2,,Breakdown,1 Homilies of Blessed Almalexia,
Paper Roll,Breakdown,2,,Breakdown,1 Alduin is Real,
Paper Roll,Breakdown,2,,Breakdown,1 A Minor Maze,
Paper Roll,Breakdown,2,,Breakdown,1 Herbalist's Guide to Skyrim,
Paper Roll,Breakdown,2,,Breakdown,1 The Woodcutter's Wife,
Paper Roll,Breakdown,2,,Breakdown,1 The Marksmanship Lesson,
Paper Roll,Breakdown,2,,Breakdown,1 On Stepping Lightly,
Paper Roll,Breakdown,2,,Breakdown,"1 Mystery of Talara, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,1 The Warrior's Charge,
Paper Roll,Breakdown,2,,Breakdown,1 Battle of Red Mountain,
Paper Roll,Breakdown,2,,Breakdown,1 The Red Book of Riddles,
Paper Roll,Breakdown,2,,Breakdown,1 Home Decorating Guide - Whiterun,
Paper Roll,Breakdown,2,,Breakdown,1 Holidays of the Iliac Bay,
Paper Roll,Breakdown,2,,Breakdown,"1 Frontier, Conquest",
Paper Roll,Breakdown,2,,Breakdown,"1 Vehk's Teaching, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Ildari's, part 1",
Paper Roll,Breakdown,2,,Breakdown,1 The Lost Prophecy,
Paper Roll,Breakdown,2,,Breakdown,"1 Fools' Ebony, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 The Seven Curses,
Paper Roll,Breakdown,2,,Breakdown,1 Varieties of Daedra,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 11",
Paper Roll,Breakdown,2,,Breakdown,1 Light Armor Repair,
Paper Roll,Breakdown,2,,Breakdown,1 Power of the Elements,
Paper Roll,Breakdown,2,,Breakdown,1 The Exodus,
Paper Roll,Breakdown,2,,Breakdown,1 Legend of Krately House,
Paper Roll,Breakdown,2,,Breakdown,1 How Beautiful You Are That You Do Not Join Us,
Paper Roll,Breakdown,2,,Breakdown,1 Scourge of the Gray Quarter,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 23",
Paper Roll,Breakdown,2,,Breakdown,1 Skyrim's Rule,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 14",
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 17",
Paper Roll,Breakdown,2,,Breakdown,1 Manual of Arms,
Paper Roll,Breakdown,2,,Breakdown,1 The Last King of the Ayleids,
Paper Roll,Breakdown,2,,Breakdown,"1 The Song of Pelinal, Vol. 8",
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 27",
Paper Roll,Breakdown,2,,Breakdown,1 The Book of Fate,
Paper Roll,Breakdown,2,,Breakdown,1 Reality & Other Falsehoods,
Paper Roll,Breakdown,2,,Breakdown,1 Thieves Guild Crossbow Crafting Manual,
Paper Roll,Breakdown,2,,Breakdown,1 The Naughty Alchemist,
Paper Roll,Breakdown,2,,Breakdown,1 Book - Ulfr's,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Habd's,
Paper Roll,Breakdown,2,,Breakdown,1 Guide to Sadrith Mora,
Paper Roll,Breakdown,2,,Breakdown,1 Malyn Varen's Grimoire,
Paper Roll,Breakdown,2,,Breakdown,"1 Ius, Animal God",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Sinderion's,
Paper Roll,Breakdown,2,,Breakdown,1 The Sage,
Paper Roll,Breakdown,2,,Breakdown,1 The Anticipations,
Paper Roll,Breakdown,2,,Breakdown,1 The Black Arts On Trial,
Paper Roll,Breakdown,2,,Breakdown,1 On Apocrypha: Prying Orbs,
Paper Roll,Breakdown,2,,Breakdown,"1 Lord Vivec's Sword-Meeting with Cyrus the Restless, Vol. 5",
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 12: Evening Star",
Paper Roll,Breakdown,2,,Breakdown,"1 The Wolf Queen, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,"1 et'Ada, Eight Aedra, Eat the Dreamer",
Paper Roll,Breakdown,2,,Breakdown,1 The Buying Game,
Paper Roll,Breakdown,2,,Breakdown,1 Etiquette With Rulers,
Paper Roll,Breakdown,2,,Breakdown,"1 Armorer's Challenge, The",
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Ralis Sedarys, Vol. 23",
Paper Roll,Breakdown,2,,Breakdown,1 The Doors of Oblivion,
Paper Roll,Breakdown,2,,Breakdown,"1 Minutes of the Lusty Argonian Historical Society, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Gorak's Diary,
Paper Roll,Breakdown,2,,Breakdown,1 Nerevar Moon-and-Star,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Ildari's, part 2",
Paper Roll,Breakdown,2,,Breakdown,1 Wabbajack,
Paper Roll,Breakdown,2,,Breakdown,"1 The Wolf Queen, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,"1 Biography of Barenziah, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Orotheim Bandit's,
Paper Roll,Breakdown,2,,Breakdown,"1 A Kiss, Sweet Mother",
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 21",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Hargar's,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Ramati's,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 04",
Paper Roll,Breakdown,2,,Breakdown,1 Tyranus' Journal,
Paper Roll,Breakdown,2,,Breakdown,"1 Corpse Preparation, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,"1 The Book of Circles, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 06",
Paper Roll,Breakdown,2,,Breakdown,"1 Charwich-Koniinge Letters, The, Book III",
Paper Roll,Breakdown,2,,Breakdown,1 The Amulet of Kings,
Paper Roll,Breakdown,2,,Breakdown,1 Opusculus Lamae Bal,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 10",
Paper Roll,Breakdown,2,,Breakdown,1 Oelander's Hammer,
Paper Roll,Breakdown,2,,Breakdown,1 Ancestors and the Dunmer,
Paper Roll,Breakdown,2,,Breakdown,1 Thief of Virtue,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Sulla's,
Paper Roll,Breakdown,2,,Breakdown,1 The Balladeer's Fakebook,
Paper Roll,Breakdown,2,,Breakdown,1 Honor Among Thieves,
Paper Roll,Breakdown,2,,Breakdown,"1 The Lusty Argonian Maid, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 Galerion the Mystic,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Sudi's,
Paper Roll,Breakdown,2,,Breakdown,1 The Totems of Hircine,
Paper Roll,Breakdown,2,,Breakdown,1 Confessions of a Dunmer Skooma Eater,
Paper Roll,Breakdown,2,,Breakdown,"1 Fools' Ebony, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,1 Mace Etiquette,
Paper Roll,Breakdown,2,,Breakdown,1 The Book of Dawn and Dusk,
Paper Roll,Breakdown,2,,Breakdown,1 Rislav the Righteous,
Paper Roll,Breakdown,2,,Breakdown,"1 King Edward, Vol. 07",
Paper Roll,Breakdown,2,,Breakdown,1 The Fall of the Usurper,
Paper Roll,Breakdown,2,,Breakdown,"1 King Edward, Vol. 02",
Paper Roll,Breakdown,2,,Breakdown,1 Words of the Wind,
Paper Roll,Breakdown,2,,Breakdown,1 Expedition Manifest,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Endrast's,
Paper Roll,Breakdown,2,,Breakdown,1 Hallgerd's Tale,
Paper Roll,Breakdown,2,,Breakdown,1 Master Illusion Text,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Ralis Sedarys, Vol. 19",
Paper Roll,Breakdown,2,,Breakdown,"1 The Seven Fights of The Aldudagga, Fight 3",
Paper Roll,Breakdown,2,,Breakdown,1 Twin Secrets,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Cicero's, Part 2",
Paper Roll,Breakdown,2,,Breakdown,1 Manual of Armor,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 03 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,1 Dawnguard Crossbow Crafting Manual,
Paper Roll,Breakdown,2,,Breakdown,1 Tales of Halfdan the Black,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,"1 A Dance in Fire, Vol. 7",
Paper Roll,Breakdown,2,,Breakdown,1 The Tsaesci Creation Myth,
Paper Roll,Breakdown,2,,Breakdown,1 Cherim's Heart,
Paper Roll,Breakdown,2,,Breakdown,1 Warrior,
Paper Roll,Breakdown,2,,Breakdown,1 Guide to Skingrad,
Paper Roll,Breakdown,2,,Breakdown,1 Faralda's Notes,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 08 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,1 Power of the Elements,
Paper Roll,Breakdown,2,,Breakdown,1 An Introduction to Malachite,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 01",
Paper Roll,Breakdown,2,,Breakdown,1 Nords Arise!,
Paper Roll,Breakdown,2,,Breakdown,1 Broken Diamonds,
Paper Roll,Breakdown,2,,Breakdown,1 Children of the All-Maker,
Paper Roll,Breakdown,2,,Breakdown,1 Invocation of Azura,
Paper Roll,Breakdown,2,,Breakdown,1 I'm My Own Grandpa,
Paper Roll,Breakdown,2,,Breakdown,1 Guide to Anvil,
Paper Roll,Breakdown,2,,Breakdown,1 Harvesting Frostbite Spider Venom,
Paper Roll,Breakdown,2,,Breakdown,1 The Healer's Tale,
Paper Roll,Breakdown,2,,Breakdown,1 Songs of Skyrim: Revised,
Paper Roll,Breakdown,2,,Breakdown,1 Wyndelius' Journal,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 25",
Paper Roll,Breakdown,2,,Breakdown,"1 Vehk's Teaching, Vol. 5",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Mushroom Grove Alchemist's,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Venarus Vulpin's Research,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol.  7: Sun's Height",
Paper Roll,Breakdown,2,,Breakdown,1 The Predecessors,
Paper Roll,Breakdown,2,,Breakdown,1 The Dragon War,
Paper Roll,Breakdown,2,,Breakdown,"1 The Song of Pelinal, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 The Faerie,
Paper Roll,Breakdown,2,,Breakdown,1 The Firmament,
Paper Roll,Breakdown,2,,Breakdown,1 The City of Stone,
Paper Roll,Breakdown,2,,Breakdown,1 The Locked Room,
Paper Roll,Breakdown,2,,Breakdown,"1 A Tale of Kieran, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,"1 Lord Vivec's Sword-Meeting with Cyrus the Restless, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Wind and Sand,
Paper Roll,Breakdown,2,,Breakdown,1 Shalidor's Insights,
Paper Roll,Breakdown,2,,Breakdown,"1 King Edward, Vol. 12",
Paper Roll,Breakdown,2,,Breakdown,1 The Rise and Fall of the Blades,
Paper Roll,Breakdown,2,,Breakdown,1 The Many-Headed Talos,
Paper Roll,Breakdown,2,,Breakdown,"1 Charwich-Koniinge Letters, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,"1 Tiber Septim's Sword-Meeting with Cyrus the Restless, Vol. 6",
Paper Roll,Breakdown,2,,Breakdown,1 A Rude Song,
Paper Roll,Breakdown,2,,Breakdown,1 Lusty Argonian Maid Folio,
Paper Roll,Breakdown,2,,Breakdown,1 The Dark Knight's Story,
Paper Roll,Breakdown,2,,Breakdown,1 Ark'ay the God of Life and Death,
Paper Roll,Breakdown,2,,Breakdown,1 Life of Uriel Septim VII,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 09 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,"1 Argonian Account, Book 1",
Paper Roll,Breakdown,2,,Breakdown,1 Fire and Darkness,
Paper Roll,Breakdown,2,,Breakdown,1 A Game at Dinner,
Paper Roll,Breakdown,2,,Breakdown,1 The Betrayed,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Advald's,
Paper Roll,Breakdown,2,,Breakdown,1 The Battle of Molag Beran,
Paper Roll,Breakdown,2,,Breakdown,"1 Souls, Black and White",
Paper Roll,Breakdown,2,,Breakdown,"1 King Edward, Vol. 08",
Paper Roll,Breakdown,2,,Breakdown,1 From Frog to Man,
Paper Roll,Breakdown,2,,Breakdown,1 The Black Glove,
Paper Roll,Breakdown,2,,Breakdown,1 Horker Attacks,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Arondil's, Part 1",
Paper Roll,Breakdown,2,,Breakdown,1 Lives of the Saints,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 05: Second Seed",
Paper Roll,Breakdown,2,,Breakdown,"1 Lord Vivec's Sword-Meeting with Cyrus the Restless, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 The Ebon Arm,
Paper Roll,Breakdown,2,,Breakdown,1 N'Gasta! Kvata! Kvakis!,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Embershard Miner's,
Paper Roll,Breakdown,2,,Breakdown,1 Liminal Bridges,
Paper Roll,Breakdown,2,,Breakdown,1 The Bear of Markarth,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 03",
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 01 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,1 The Book of the Dragonborn,
Paper Roll,Breakdown,2,,Breakdown,1 The Third Door,
Paper Roll,Breakdown,2,,Breakdown,"1 The Prophet Arden-Sul, Vol. 02",
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Cicero's, Part 3",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Fisherman's,
Paper Roll,Breakdown,2,,Breakdown,1 Great Houses of Morrowind,
Paper Roll,Breakdown,2,,Breakdown,1 Ashland Hymns,
Paper Roll,Breakdown,2,,Breakdown,"1 The Poison Song, Vol. 6",
Paper Roll,Breakdown,2,,Breakdown,1 Orsinium and the Orcs,
Paper Roll,Breakdown,2,,Breakdown,"1 Hope of the Redoran, The",
Paper Roll,Breakdown,2,,Breakdown,1 The Refugees,
Paper Roll,Breakdown,2,,Breakdown,"1 Palla, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 Beggar,
Paper Roll,Breakdown,2,,Breakdown,1 A Gentleman's Guide to Whiterun,
Paper Roll,Breakdown,2,,Breakdown,1 The Living Woods,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 27",
Paper Roll,Breakdown,2,,Breakdown,1 Song of the Alchemists,
Paper Roll,Breakdown,2,,Breakdown,1 The Shivering Bestiary,
