FormID	EDID	FULL	Effects	Magnitude	Duration	Effect Value	CalculatedValue
000722C7	AlchFood_CookedPheasantBreast	Cooked Pheasant Breast	Consumed out of combat, it restores 50 Stamina.	50	1	0	0
000722C2	AlchFood_CookedRabbitLeg	Cooked Rabbit Leg	Consumed out of combat, it restores 50 Stamina.	50	1	0	0
000722BD	AlchFood_CookedVenison	Cooked Venison	Consumed out of combat, it restores 150 Stamina.	150	1	0	0
000722BB	AlchFood_CookedMammothSnout	Cooked Mammoth Snout	Consumed out of combat, it restores 200 Stamina.	200	1	0	0
000722B0	AlchFood_CookedHorseMeat	Cooked Horse Meat	Consumed out of combat, it restores 120 Stamina.	120	1	0	0
0007224E	AlchFood_CookedHorkerMeat	Cooked Horker Meat	Consumed out of combat, it restores 110 Stamina.	110	1	0	0
0007224C	AlchFood_CookedGoatLeg	Cooked Goat Leg	Consumed out of combat, it restores 130 Stamina.	130	1	0	0
72100000000	AlchFood_CookedBeef	Cooked Beef	Consumed out of combat, it restores 140 Stamina.	140	1	0	0
000669A5	AlchFood_Leek	Leek	Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
000669A4	AlchFood_RawMammothSnout	Raw Mammoth Snout	Consumed out of combat, it restores 125 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	250	1	0	0
000669A3	AlchFood_MammothCheeseBowl	Mammoth Cheese Bowl	Consumed out of combat, it restores 40 Stamina and Magicka.,Its raw taste is revolting to anyone but those with a strong stomach.,Restores 1 points of Health per second for 300 seconds.	1	30	0	0
000669A2	AlchFood_RawVenison	Raw Venison	Consumed out of combat, it restores 100 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	200	1	0	0
6630	IVDGhostPotion	Potion of the Phantom	Appear spectral for 30 seconds.	1	3	0	0
00065C9F	AlchFood_RawSalmonSteak	Raw Salmon Steak	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	60	1	0	0
00065C9E	AlchFood_RawRabbitLeg	Raw Rabbit Leg	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	60	1	0	0
00065C9D	AlchFood_RawPheasantBreast	Raw Pheasant Breast	Consumed out of combat, it restores 30 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	60	1	0	0
00065C9C	AlchFood_RawHorseMeat	Raw Horse Meat	Consumed out of combat, it restores 90 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	180	1	0	0
00065C9B	AlchFood_RawHorkerMeat	Raw Horker Meat	Consumed out of combat, it restores 80 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	160	1	0	0
00065C9A	AlchFood_RawGoatLeg	Raw Goat Leg	Consumed out of combat, it restores 90 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	180	1	0	0
00065C99	AlchFood_RawBeef	Raw Beef	Consumed out of combat, it restores 100 Stamina.,Its raw taste is revolting to anyone but those with a strong stomach.	200	1	0	0
00065C98	AlchFood_BreadHalfLoaf	Bread Half-Loaf	Consumed out of combat, it restores 20 Stamina and Magicka.	20	1	0	0
00065C97	AlchFood_BreadLoaf	Bread Loaf	Consumed out of combat, it restores 40 Stamina and Magicka.	40	1	0	0
00065C39	AlchDrink_CliffRacer	Cliff Racer	Numbs your sense of pain, making you feel 70 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 40% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!,Resists 10% of frost damage for 600 seconds.	10	60	0.25	768.049315419589
00065C38	AlchDrink_WhiteGoldTower	White-Gold Tower	Numbs your sense of pain, making you feel 60 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!,Resists 10% of fire damage for 600 seconds.	10	60	0.25	692.612770498247
00065C37	AlchDrink_VelvetLeChance	Velvet LeChance	Numbs your sense of pain, making you feel 40 points healthier for 600 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 20% and twice that for Magicka for 900 seconds. At least you get to feel good for a while!,Resists 10% of shock damage for 600 seconds.	10	60	0.25	545.722686450959
00065A71	Alch_PoisonLingeringDamageStamina01	Poison of Lingering Damage Stamina (Crude)	Drains the target's Stamina by 3 points per second for 30 seconds.	3	3	0.9	10.0904206108857
00065A70	REQ_Poison_LingeringDamageMagicka1	Poison of Lingering Damage Magicka (Diluted)	Drains the target's Magicka by 1 points per second for 10 seconds.	1	1	5	5
00065A6F	Alch_PoisonLingeringDamageHealth01	Poison of Lingering Damage Health (Crude)	Drains the target's Health by 1 points per second for 300 seconds.	1	30	1.5	63.2302121917641
00065A6E	REQ_Poison_WeaknessMagic1	Poison of Weakness to Magic (Diluted)	The target is 40% weaker to magic for 30 seconds.	40	3	0.5	96.8432543077239
00065A6D	REQ_Poison_WeaknessShock2	Poison of Weakness to Shock (Faint)	The target is 55% weaker to shock damage for 30 seconds.	55	3	0.35	96.2277614683151
00065A6C	REQ_Poison_WeaknessFrost1	Poison of Weakness to Frost (Diluted)	The target is 40% weaker to frost damage for 30 seconds.	40	3	0.25	48.4216271538619
00065A6B	REQ_Poison_WeaknessFire1	Poison of Weakness to Fire (Diluted)	The target is 40% weaker to fire damage for 30 seconds.	40	3	0.3	58.1059525846343
00065A6A	Alch_PoisonParalysis01	Poison of Paralysis (Crude)	The target is paralyzed for 1 seconds.	0	0.1	250	19.858205868107
00065A69	REQ_Poison_Frenzy1	Poison of Frenzy (Diluted)	Creatures and people up to level 5 will attack anything nearby for 10 seconds.	5	1	7.5	44.0482103658007
00065A68	REQ_Poison_Fear1	Poison of Fear (Diluted)	Creatures and people up to level 5 flee from combat for 30 seconds.	5	3	2.5	49.1632283639906
00065A66	Alch_PoisonDamageStamina01	Poison of Damage Stamina (Crude)	Immediately drains the target's Stamina by 60 points.	60	1	0.9	81.3221561492059
00065A65	Alch_PoisonDamageMagicka01	Poison of Damage Magicka (Crude)	Immediately drains the target's Magicka by 80 points.	80	1	1.1	136.392870904254
00065A64	Alch_PotionCurePoison	Potion of Cure Poison	Stops poison's continuing effects.	0	1	0.2	0.2
00064B43	AlchFood_ApplePie	Apple Pie	Consumed out of combat, it restores 50 Stamina and Magicka.,Magicka is increased by 10 points for 1200 seconds.	10	120	0	0
00064B42	AlchFood_Tomato	Tomato	Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
00064B41	AlchFood_Potato	Potato	Consumed out of combat, it restores 5 Stamina and Magicka.,Its raw taste is revolting to anyone but those with a strong stomach.	10	1	0	0
00064B40	AlchFood_Carrot	Carrot	Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
00064B3F	AlchFood_Cabbage	Cabbage	Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
00064B3E	AlchFood_CookedLeeks	Cooked Leeks	Consumed out of combat, it restores 15 Stamina and Magicka.	15	1	0	0
00064B3D	AlchFood_Sweetroll	Sweetroll	Consumed out of combat, it restores 15 Stamina and Magicka.,Magicka is increased by 5 points for 300 seconds.	5	30	0	0
00064B3C	AlchFood_CookedSlaughterfish	Cooked Slaughterfish	Consumed out of combat, it restores 50 Stamina.	50	1	0	0
00064B3B	AlchFood_CookedSalmonSteak	Cooked Salmon Steak	Consumed out of combat, it restores 40 Stamina.	40	1	0	0
00064B3A	AlchFood_CookedPotatoes	Cooked Potatoes	Consumed out of combat, it restores 10 Stamina and Magicka.	10	1	0	0
00064B39	AlchFood_LongTaffyTreat	Long Taffy Treat	Consumed out of combat, it restores 5 Stamina and Magicka.,Magicka is increased by 5 points for 300 seconds.	5	30	0	0
00064B38	AlchFood_HoneyNutTreat	Honey Nut Treat	Consumed out of combat, it restores 10 Stamina and Magicka.,Magicka is increased by 5 points for 300 seconds.	5	30	0	0
00064B36	AlchFood_EidarCheeseWedge	Eidar Cheese Wedge	Consumed out of combat, it restores 30 Stamina and Magicka.	30	1	0	0
00064B35	AlchFood_GoatCheeseWedge	Goat Cheese Wedge	Consumed out of combat, it restores 24 Stamina and Magicka.	24	1	0	0
00064B34	AlchFood_EidarCheeseWheel	Eidar Cheese Wheel	Consumed out of combat, it restores 90 Stamina and Magicka.	90	1	0	0
00064B33	AlchFood_GoatCheeseWheel	Goat Cheese Wheel	Consumed out of combat, it restores 72 Stamina and Magicka.	72	1	0	0
00064B32	AlchFood_EidarCheeseSlice	Eidar Cheese Slice	Consumed out of combat, it restores 15 Stamina and Magicka.	15	1	0	0
00064B31	AlchFood_GoatCheeseSlice	Goat Cheese Slice	Consumed out of combat, it restores 12 Stamina and Magicka.	12	1	0	0
00064B30	AlchFood_BoiledCremeTreat	Boiled Creme Treat	Consumed out of combat, it restores 25 Stamina and Magicka.,Magicka is increased by 5 points for 300 seconds.	5	30	0	0
00064B2F	AlchFood_GreenApple	Green Apple	Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
00064B2E	AlchFood_RedApple	Red Apple	Consumed out of combat, it restores 5 Stamina and Magicka.	5	1	0	0
00057A7B	AlchDrug_KordirsSkooma	Kordir's Skooma	One-handed weapons do 50% more damage for 120 seconds.,Two-handed weapons do 50% more damage for 120 seconds.,Unarmed strikes do 15 additional damage.,Concentrated poison temporarily reduces maximum and current Magicka by 10 points for 500 seconds.,Concentrated poison temporarily reduces maximum and current Stamina by 1 points for 500 seconds.,Stamina is increased by 500 points for 120 seconds.,Can cause terrible side effects...,Only those with a strong stomach can enjoy this meal without vomiting.,Stamina regenerates 5% faster for 120 seconds.	5	12	0.05	6822274.9901708
00057A7A	AlchDrug_Skooma	Skooma	One-handed weapons do 50% more damage for 120 seconds.,Two-handed weapons do 50% more damage for 120 seconds.,Unarmed strikes do 15 additional damage.,Concentrated poison temporarily reduces maximum and current Magicka by 10 points for 500 seconds.,Concentrated poison temporarily reduces maximum and current Stamina by 1 points for 500 seconds.,Stamina is increased by 500 points for 120 seconds.,Can cause terrible side effects...,Only those with a strong stomach can enjoy this meal without vomiting.,Stamina regenerates 5% faster for 120 seconds.	5	12	0.05	6822274.9901708
55500000000	AlchDrink_DragonsBreathMead	Dragon's Breath Mead	Numbs your sense of pain, making you feel 55 points healthier for 300 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 30% and twice that for Magicka for 450 seconds. At least you get to feel good for a while!	30	45	0	173.062248903614
000508CA	AlchDrink_HonningbrewMead	Honningbrew Mead	Numbs your sense of pain, making you feel 50 points healthier for 300 seconds.,Impairs coordination and focus, slowing the regeneration of Stamina by 20% and twice that for Magicka for 450 seconds. At least you get to feel good for a while!	20	45	0	155.836931907
0003F4BD	AlchDrug_DoubleDistilledSkooma	Double-Distilled Skooma	Armor penetration with one-handed weapons is increased by 100 for 120 seconds.,Armor penetration with two-handed weapons is increased by 100 for 120 seconds.,Unarmed strikes do 30 additional damage.,Concentrated poison temporarily reduces maximum and current Magicka by 20 points for 500 seconds.,Concentrated poison temporarily reduces maximum and current Stamina by 2 points for 500 seconds.,Stamina is increased by 1000 points for 120 seconds.,Can cause terrible side effects...,Only those with a strong stomach can enjoy this meal without vomiting.,Stamina regenerates 5% faster for 120 seconds.	5	12	0.05	560372.694546025
0003EB41	REQ_Potion_Invisibility4	Potion of Invisibility (Good)	Grants invisibility for 50 seconds.	0	5	50	293.654735772005
0003EB40	REQ_Potion_Invisibility2	Potion of Invisibility (Faint)	Grants invisibility for 30 seconds.	0	3	50	167.418476105086
0003EB3F	REQ_Potion_Invisibility3	Potion of Invisibility (Fair)	Grants invisibility for 40 seconds.	0	4	50	229.739670999407
0003EB3E	REQ_Potion_Invisibility1	Potion of Invisibility (Diluted)	Grants invisibility for 20 seconds.	0	2	50	107.177346253629
0003EB3A	Alch_PotionFortifyRestoration01	Potion of Fortify Restoration (Crude)	Restoration spells cost 20% less for 60 seconds.	20	6	0.25	48.4216271538619
0003EB39	Alch_PotionFortifyIllusion01	Potion of Fortify Illusion (Crude)	Illusion spells cost 25% less for 60 seconds.	25	6	0.25	61.8928375132676
0003EB38	Alch_PotionFortifyDestruction01	Potion of Fortify Destruction (Crude)	Destruction spells cost 20% less for 60 seconds.	20	6	0.25	48.4216271538619
0003EB37	Alch_PotionFortifyConjuration01	Potion of Fortify Conjuration (Crude)	Conjurations spells cost 25% less for 60 seconds.	25	6	0.25	61.8928375132676
0003EB36	Alch_PotionFortifyAlteration01	Potion of Fortify Alteration (Crude)	Alteration spells cost 25% less for 60 seconds.	25	6	0.25	61.8928375132676
0003EB35	REQ_Potion_FortifyBarter1	Potion of Fortify Barter (Diluted)	You haggle for 10% better prices for 30 seconds.	10	3	1	42.1534747945094
0003EB33	REQ_Potion_FortifySneak1	Potion of Fortify Sneak (Diluted)	You are 10% harder to detect for 60 seconds.	10	6	0.25	22.5894878192238
0003EB32	REQ_Potion_FortifyBlock1	Potion of Fortify Block (Diluted)	Blocking absorbs 10% more damage for 60 seconds.	10	6	0.25	22.5894878192238
0003EB31	REQ_Potion_FortifyPickpocket1	Potion of Fortify Pickpocket (Diluted)	Pickpocketing is 20% easier for 60 seconds.	20	6	0.25	48.4216271538619
0003EB30	Alch_PotionFortifyArmorRatingLight01	Potion of Fortify Armor Rating (Crude)	Increases armor rating by 30 points for 60 seconds.	30	6	0.25	75.637952533777
0003EB2F	Alch_PotionFortifyArmorRatingHeavy01	Potion of Fortify Armor Rating (Crude)	Increases armor rating by 30 points for 60 seconds.	30	6	0.25	75.637952533777
0003EB2E	REQ_Potion_FortifySmithing1	Potion of Fortify Smithing (Diluted)	Fortifies smithing skill by 2 points.	2	3	0.25	1.79434679827697
0003EB2C	REQ_Potion_FortifyMarksman1	Potion of Fortify Marksman (Diluted)	Ranged weapons deal 10% more damage for 60 seconds.	10	6	0.25	22.5894878192238
0003EB2B	REQ_Potion_FortifyTwoHanded1	Potion of Fortify Two-Handed (Diluted)	Two-handed weapons do 10% more damage for 60 seconds.	10	6	0.25	22.5894878192238
0003EB2A	REQ_Potion_FortifyOneHanded1	Potion of Fortify One-Handed (Diluted)	One-handed weapons do 10% more damage for 60 seconds.	10	6	0.25	22.5894878192238
0003EB14	REQ_Potion_FortifyStaminaRegeneration4	Potion of Fortify Stamina Regeneration (Good)	Stamina regenerates 80% faster for 300 seconds.	80	30	0.05	261.337883900602
0003EB12	REQ_Potion_FortifyStaminaRegeneration2	Potion of Fortify Stamina Regeneration (Faint)	Stamina regenerates 60% faster for 300 seconds.	60	30	0.05	190.445081081706
0003EB11	REQ_Potion_FortifyStaminaRegeneration1	Potion of Fortify Stamina Regeneration (Diluted)	Stamina regenerates 50% faster for 300 seconds.	50	30	0.05	155.836931907
0003EB10	REQ_Potion_FortifyMagickaRegeneration4	Potion of Fortify Magicka Regeneration (Good)	Magicka regenerates 80% faster for 300 seconds.	80	30	0.1	522.675767801203
0003EB0F	REQ_Potion_FortifyMagickaRegeneration3	Potion of Fortify Magicka Regeneration (Fair)	Magicka regenerates 70% faster for 300 seconds.	70	30	0.1	451.274947342572
0003EB0E	REQ_Potion_FortifyMagickaRegeneration2	Potion of Fortify Magicka Regeneration (Faint)	Magicka regenerates 60% faster for 300 seconds.	60	30	0.1	380.890162163412
0003EB0D	REQ_Potion_FortifyMagickaRegeneration1	Potion of Fortify Magicka Regeneration (Diluted)	Magicka regenerates 50% faster for 300 seconds.	50	30	0.1	311.673863814
0003EB0C	Alch_PotionFortifyHealthRegeneration04	Potion of Fortify Health Regeneration (Great)	Health regenerates 150% faster for 600 seconds.	150	60	0.05	1118.50199928253
0003EB0B	Alch_PotionFortifyHealthRegeneration03	Potion of Fortify Health Regeneration (Good)	Health regenerates 100% faster for 600 seconds.	100	60	0.05	716.038509317423
0003EB0A	Alch_PotionFortifyHealthRegeneration02	Potion of Fortify Health Regeneration (Decent)	Health regenerates 80% faster for 600 seconds.	80	60	0.05	560.190017440111
0003EB09	Alch_PotionFortifyHealthRegeneration01	Potion of Fortify Health Regeneration (Crude)	Health regenerates 50% faster for 600 seconds.	50	60	0.05	334.043776201996
0003EB05	Alch_PotionFortifyCarryWeight02	Potion of Fortify Carry Weight (Decent)	Carrying capacity increases by 30 for 600 seconds.	30	60	0.0725	276.145367568474
0003EB04	Alch_PotionFortifyCarryWeight04	Potion of Fortify Carry Weight (Great)	Carrying capacity increases by 50 for 600 seconds.	50	60	0.0725	484.363475492893
0003EB03	Alch_PotionFortifyCarryWeight03	Potion of Fortify Carry Weight (Good)	Carrying capacity increases by 40 for 600 seconds.	40	60	0.0725	378.939931655872
0003EB02	Alch_PotionFortifyCarryWeight01	Potion of Fortify Carry Weight (Crude)	Carrying capacity increases by 20 for 600 seconds.	20	60	0.0725	176.781729022816
0003EB00	Alch_PotionFortifyStamina02	Potion of Fortify Stamina (Decent)	Stamina is increased by 40 points for 120 seconds.	40	12	0.15	133.49242429901
0003EAFF	Alch_PotionFortifyStamina04	Potion of Fortify Stamina (Great)	Stamina is increased by 80 points for 240 seconds.	80	24	0.15	613.370112787357
0003EAFE	Alch_PotionFortifyStamina03	Potion of Fortify Stamina (Good)	Stamina is increased by 60 points for 180 seconds.	60	18	0.15	325.7297230973
0003EAFD	REQ_Potion_FortifyStamina1	Potion of Fortify Stamina (Diluted)	Stamina is increased by 20 points for 60 seconds.	20	6	0.15	29.0529762923172
0003EAFC	Alch_PotionFortifyMagicka04	Potion of Fortify Magicka (Great)	Magicka is increased by 80 points for 240 seconds.	80	24	0.15	613.370112787357
0003EAFB	Alch_PotionFortifyMagicka03	Potion of Fortify Magicka (Good)	Magicka is increased by 60 points for 180 seconds.	60	18	0.15	325.7297230973
0003EAFA	Alch_PotionFortifyMagicka02	Potion of Fortify Magicka (Decent)	Magicka is increased by 40 points for 120 seconds.	40	12	0.15	133.49242429901
0003EAF7	Alch_PotionFortifyMagicka01	Potion of Fortify Magicka (Crude)	Magicka is increased by 20 points for 60 seconds.	20	6	0.15	29.0529762923172
0003EAF6	Alch_PotionFortifyHealth03	Potion of Fortify Health (Good)	Health is increased by 60 points for 180 seconds.	60	18	0.2	434.306297463067
0003EAF5	Alch_PotionFortifyHealth04	Potion of Fortify Health (Great)	Health is increased by 80 points for 240 seconds.	80	24	0.2	817.82681704981
0003EAF4	Alch_PotionFortifyHealth02	Potion of Fortify Health (Decent)	Health is increased by 40 points for 120 seconds.	40	12	0.2	177.989899065347
0003EAF2	REQ_Potion_FortifyHealth1	Potion of Fortify Health (Diluted)	Health is increased by 20 points for 60 seconds.	20	6	0.2	38.7373017230895
0003EAF1	Alch_PotionResistShock04	Potion of Resist Shock (Great)	Resists 50% of shock damage for 300 seconds.	50	30	0.25	779.184659534999
0003EAF0	Alch_PotionResistFrost04	Potion of Resist Frost (Great)	Resists 50% of frost damage for 300 seconds.	50	30	0.25	779.184659534999
0003EAEF	Alch_PotionResistFire04	Potion of Resist Fire (Great)	Resists 50% of fire damage for 300 seconds.	50	30	0.25	779.184659534999
0003EAEE	Alch_PotionResistShock02	Potion of Resist Shock (Decent)	Resists 30% of shock damage for 120 seconds.	30	12	0.25	162.133500572564
0003EAED	Alch_PotionResistFrost02	Potion of Resist Frost (Decent)	Resists 30% of frost damage for 120 seconds.	30	12	0.25	162.133500572564
0003EAE9	Alch_PotionResistFire02	Potion of Resist Fire (Decent)	Resists 30% of fire damage for 120 seconds.	30	12	0.25	162.133500572564
0003EAE8	Alch_PotionRestoreStamina04	Potion of Restore Stamina (Great)	Restores 10 Stamina for 20 seconds.	10	2	2.8	75.5598394697196
0003EAE7	Alch_PotionRestoreStamina03	Potion of Restore Stamina (Good)	Restores 8 Stamina for 20 seconds.	8	2	2.8	59.1139544026257
0003EAE6	Alch_PotionRestoreStamina05	Potion of Restore Stamina (Remarkable)	Restores 12 Stamina for 20 seconds.	12	2	2.8	92.340112053278
0003EAE5	Alch_PotionRestoreStamina01	Potion of Restore Stamina (Crude)	Restores 3 Stamina for 20 seconds.	3	2	2.8	20.0966841407021
0003EAE4	Alch_PotionRestoreMagicka04	Potion of Restore Magicka (Great)	Restores 10 points of Magicka for 20 seconds.	10	2	2.5	67.4641423836782
0003EAE3	Alch_PotionRestoreHealth04	Potion of Restore Health (Great)	Restores 10 points of Health for 20 seconds.	10	2	3.5	94.4497993371495
0003EAE2	Alch_PotionRestoreMagicka03	Potion of Restore Magicka (Good)	Restores 8 points of Magicka for 20 seconds.	8	2	2.5	52.7803164309158
0003EAE1	Alch_PotionRestoreMagicka02	Potion of Restore Magicka (Decent)	Restores 5 points of Magicka for 20 seconds.	5	2	2.5	31.4731352948542
0003EAE0	Alch_PotionRestoreMagicka01	Potion of Restore Magicka (Crude)	Restores 3 points of Magicka for 20 seconds.	3	2	2.5	17.9434679827697
0003EADF	Alch_PotionRestoreHealth03	Potion of Restore Health (Good)	Restores 8 points of Health for 20 seconds.	8	2	3.5	73.8924430032821
0003EADE	Alch_PotionRestoreHealth02	Potion of Restore Health (Decent)	Restores 5 points of Health for 20 seconds.	5	2	3.5	44.0623894127959
0003EADD	Alch_PotionRestoreHealth01	Potion of Restore Health (Crude)	Restores 3 points of Health for 20 seconds.	3	2	3.5	25.1208551758776
0003AC31	REQ_Potion_Waterbreathing4	Potion of Waterbreathing (Good)	The imbiber grants the ability to breathe underwater for 60 seconds.	0	6	15	107.660807896618
0003AC30	REQ_Potion_Waterbreathing3	Potion of Waterbreathing (Fair)	The imbiber grants the ability to breathe underwater for 45 seconds.	0	4.5	15	78.4557944036611
0003AC2F	REQ_Potion_Waterbreathing2	Potion of Waterbreathing (Faint)	The imbiber grants the ability to breathe underwater for 30 seconds.	0	3	15	50.2255428315257
0003AC2E	REQ_Potion_Waterbreathing1	Potion of Waterbreathing (Diluted)	The imbiber grants the ability to breathe underwater for 15 seconds.	0	1.5	15	23.4310442398292
0003A5A4	Alch_PoisonDamageHealth01	Poison of Damage Health (Crude)	Immediately drains the target's Health by 40 points.	40	1	1.5	86.7675329755155
3.9E+056	Alch_PotionResistMagic04	Potion of Resist Magic (Great)	Resists 25% of magic for 300 seconds.	25	30	0.5	727.004993845529
3.9E+055	Alch_PotionResistMagic03	Potion of Resist Magic (Good)	Resists 20% of magic for 180 seconds.	20	18	0.5	324.267001145128
3.9E+054	Alch_PotionResistMagic02	Potion of Resist Magic (Decent)	Resists 15% of magic for 120 seconds.	15	12	0.5	151.275905067554
3.9E+053	REQ_Potion_ResistMagic1	Potion of Resist Magic (Diluted)	Resists 10% of magic for 60 seconds.	10	6	0.5	45.1789756384477
00039D12	REQ_Potion_FortifyEnchanting4	Potion of Fortify Enchanting (Good)	Items enchanted are 5% stronger for 60 seconds.	5	6	0.25	10.5383686986273
00039D0A	REQ_Potion_FortifyEnchanting3	Potion of Fortify Enchanting (Fair)	Items enchanted are 4% stronger for 60 seconds.	4	6	0.25	8.24465286189982
00039D02	REQ_Potion_FortifyEnchanting2	Potion of Fortify Enchanting (Faint)	Items enchanted are 3% stronger for 60 seconds.	3	6	0.25	6.00813613143141
00039CFB	REQ_Potion_FortifyEnchanting1	Potion of Fortify Enchanting (Diluted)	Items enchanted are 2% stronger for 60 seconds.	2	6	0.25	3.84626656196045
00039CF3	Alch_PotionRestoreStaminaComplete	Potion of Restore Stamina (Superlative)	Completely restores Stamina.	9999	1	0.006	150.696607523022
00039BE8	Alch_PotionRestoreStamina02	Potion of Restore Stamina (Decent)	Restores 5 Stamina for 20 seconds.	5	2	2.8	35.2499115302367
00039BE7	Alch_PotionRestoreMagickaComplete	Potion of Restore Magicka (Superlative)	Completely restores Magicka.	9999	1	0.006	150.696607523022
00039BE6	Alch_PotionRestoreMagicka05	Potion of Restore Magicka (Remarkable)	Restores 12 points of Magicka for 20 seconds.	12	2	2.5	82.4465286189982
00039BE5	Alch_PotionRestoreHealthComplete	Potion of Restore Health (Superlative)	This powerful elixir is capable of healing the imbiber completely within the blink of an eye and is even able to affect the undead.	9999	1	0.01	251.16101253837
00039BE4	Alch_PotionRestoreHealth05	Potion of Restore Health (Remarkable)	Restores 12 points of Health for 20 seconds.	12	2	3.5	115.425140066598
00039BE3	Alch_PotionResistShock03	Potion of Resist Shock (Good)	Resists 40% of shock damage for 180 seconds.	40	18	0.25	347.540766603574
00039BE1	REQ_Potion_ResistShock1	Potion of Resist Shock (Diluted)	Resists 20% of shock damage for 60 seconds.	20	6	0.25	48.4216271538619
00039BDF	Alch_PotionResistFrost03	Potion of Resist Frost (Good)	Resists 40% of frost damage for 180 seconds.	40	18	0.25	347.540766603574
00039B8A	REQ_Potion_ResistFrost1	Potion of Resist Frost (Diluted)	Resists 20% of frost damage for 60 seconds.	20	6	0.25	48.4216271538619
00039B4B	Alch_PotionResistFire03	Potion of Resist Fire (Good)	Resists 40% of fire damage for 180 seconds.	40	18	0.25	347.540766603574
00039B4A	REQ_Potion_ResistFire1	Potion of Resist Fire (Diluted)	Resists 20% of fire damage for 60 seconds.	20	6	0.25	48.4216271538619
00039B0C	REQ_Potion_FortifyStaminaRegeneration3	Potion of Fortify Stamina Regeneration (Fair)	Stamina regenerates 70% faster for 300 seconds.	70	30	0.05	225.637473671286
00039AA6	REQ_Potion_FortifyTwoHanded4	Potion of Fortify Two-Handed (Good)	Two-handed weapons do 25% more damage for 60 seconds.	25	6	0.25	61.8928375132676
39980	REQ_Potion_FortifyTwoHanded3	Potion of Fortify Two-Handed (Fair)	Two-handed weapons do 20% more damage for 60 seconds.	20	6	0.25	48.4216271538619
39974	REQ_Potion_FortifyTwoHanded2	Potion of Fortify Two-Handed (Faint)	Two-handed weapons do 15% more damage for 60 seconds.	15	6	0.25	35.2863525631545
39973	REQ_Potion_FortifyBarter4	Potion of Fortify Barter (Good)	You haggle for 25% better prices for 30 seconds.	25	3	1	115.496118679411
39971	REQ_Potion_FortifyBarter3	Potion of Fortify Barter (Fair)	You haggle for 20% better prices for 30 seconds.	20	3	1	90.3579512768954
39970	REQ_Potion_FortifyBarter2	Potion of Fortify Barter (Faint)	You haggle for 15% better prices for 30 seconds.	15	3	1	65.8466621848451
0003996F	REQ_Potion_FortifySneak4	Potion of Fortify Sneak (Good)	You are 25% harder to detect for 60 seconds.	25	6	0.25	61.8928375132676
39969	REQ_Potion_FortifySneak3	Potion of Fortify Sneak (Fair)	You are 20% harder to detect for 60 seconds.	20	6	0.25	48.4216271538619
39968	REQ_Potion_FortifySneak2	Potion of Fortify Sneak (Faint)	You are 15% harder to detect for 60 seconds.	15	6	0.25	35.2863525631545
39967	REQ_Potion_FortifySmithing4	Potion of Fortify Smithing (Good)	Fortifies smithing skill by 5 points.	5	3	0.25	4.91632283639906
39962	REQ_Potion_FortifySmithing3	Potion of Fortify Smithing (Fair)	Fortifies smithing skill by 4 points.	4	3	0.25	3.84626656196045
0003995D	REQ_Potion_FortifySmithing2	Potion of Fortify Smithing (Faint)	Fortifies smithing skill by 3 points.	3	3	0.25	2.80289461413491
0003995C	Alch_PotionFortifyRestoration04	Potion of Fortify Restoration (Great)	Restoration spells cost 50% less for 60 seconds.	50	6	0.25	132.670201535582
0003995B	Alch_PotionFortifyRestoration03	Potion of Fortify Restoration (Good)	Restoration spells cost 40% less for 60 seconds.	40	6	0.25	103.794029992672
0003995A	Alch_PotionFortifyRestoration02	Potion of Fortify Restoration (Decent)	Restoration spells cost 30% less for 60 seconds.	30	6	0.25	75.637952533777
39959	REQ_Potion_FortifyPickpocket3	Potion of Fortify Pickpocket (Fair)	Pickpocketing is 40% easier for 60 seconds.	40	6	0.25	103.794029992672
39958	REQ_Potion_FortifyPickpocket4	Potion of Fortify Pickpocket (Good)	Pickpocketing is 50% easier for 60 seconds.	50	6	0.25	132.670201535582
39957	REQ_Potion_FortifyPickpocket2	Potion of Fortify Pickpocket (Faint)	Pickpocketing is 30% easier for 60 seconds.	30	6	0.25	75.637952533777
